halb   ,5
eins   ,7
zwei   ,8
drei   ,9
vier   ,10
fünf   ,11
sechs  ,12
sieben ,13
acht   ,14
neun   ,15
zehn   ,16
elf    ,17
zwölf  ,18
null   ,19
